175.105263 	0.094183		1800.000000	1876946	#fail54-20050427T133520.out
182.789474 	0.166205		1800.070000	2134748	#fail54-20050427T140521.out
159.789474 	0.166205		1800.090000	2135026	#fail54-20050427T143521.out
171.157895 	0.132964		1800.000000	2128113	#fail54-20050427T150521.out
176.105263 	0.199446		1800.030000	2137215	#fail54-20050427T153521.out
173.684211 	0.216066		1800.060000	2140717	#fail54-20050427T160522.out
173.894737 	0.094183		1800.038984	2046186	#fail54-20050427T161841.out
178.789474 	0.166205		1799.999541	2148711	#fail54-20050427T163522.out
173.684211 	0.216066		1799.999962	2830742	#fail54-20050427T170522.out
174.210526 	0.166205		1800.000032	4263086	#fail54-20050427T173522.out
169.947368 	0.049861		1800.000170	4292417	#fail54-20050427T180522.out
166.210526 	0.166205		1800.000657	4311257	#fail54-20050427T183522.out
173.894737 	0.094183		1800.000325	4173049	#fail54-20050427T190522.out
166.684211 	0.216066		1800.000802	4214279	#fail54-20050427T193522.out
159.789474 	0.166205		1800.320667	4294875	#fail54-20050427T200522.out
165.842105 	0.132964		1800.204091	4243445	#fail54-20050427T203522.out
176.105263 	0.199446		1799.999821	4279466	#fail54-20050427T210522.out
168.789474 	0.166205		1800.000070	4313674	#fail54-20050427T213523.out
169.947368 	0.049861		1800.000600	4297586	#fail54-20050427T220523.out
165.842105 	0.132964		1800.000657	4243495	#fail54-20050427T223523.out
177.947368 	0.049861		1799.999707	4315948	#fail54-20050427T230523.out
179.789474 	0.166205		1800.000120	4289330	#fail54-20050427T233523.out
168.789474 	0.166205		1800.322163	4310716	#fail54-20050428T000523.out
168.157895 	0.132964		1800.089099	4269475	#fail54-20050428T003523.out
173.684211 	0.216066		1799.999684	4295935	#fail54-20050428T010523.out
171.157895 	0.238227		1800.000389	4309715	#fail54-20050428T013523.out
172.105263 	0.094183		1800.000868	4314268	#fail54-20050428T020523.out
173.684211 	0.216066		1800.001233	4299385	#fail54-20050428T023523.out
177.578947 	0.243767		1800.000234	4291100	#fail54-20050428T030523.out
168.789474 	0.166205		1800.000507	4252647	#fail54-20050428T033523.out
167.947368 	0.049861		1800.000901	4303734	#fail54-20050428T040523.out
167.157895 	0.132964		1800.000325	4310320	#fail54-20050428T043523.out
168.263158 	0.193906		1800.322369	4197927	#fail54-20050428T050524.out
171.947368 	0.049861		1800.188248	4320048	#fail54-20050428T053524.out
176.947368 	0.049861		1800.000932	4304857	#fail54-20050428T060524.out
169.684211 	0.216066		1800.000325	4304678	#fail54-20050428T063524.out
169.736842 	0.193906		1800.000096	4310188	#fail54-20050428T070524.out
166.789474 	0.166205		1800.000218	4311222	#fail54-20050428T073524.out
169.736842 	0.193906		1800.000853	4310303	#fail54-20050428T080524.out
173.157895 	0.238227		1800.001125	4295135	#fail54-20050428T083524.out
172.105263 	0.304709		1800.000120	4263534	#fail54-20050428T090524.out
177.947368 	0.049861		1800.000719	4319119	#fail54-20050428T093524.out
164.052632 	0.155125		1800.323359	4300885	#fail54-20050428T100524.out
166.789474 	0.166205		1800.189624	4310930	#fail54-20050428T103525.out
181.684211 	0.216066		1800.000219	4299764	#fail54-20050428T110525.out
173.684211 	0.216066		1800.000231	4299989	#fail54-20050428T113525.out
177.578947 	0.243767		1800.000568	4292179	#fail54-20050428T120525.out
172.105263 	0.094183		1800.001006	4318382	#fail54-20050428T123525.out
169.157895 	0.132964		1799.999750	4314449	#fail54-20050428T130525.out
177.578947 	0.243767		1800.000163	4295491	#fail54-20050428T133525.out
162.000000 	0.105263		1800.000703	4153054	#fail54-20050428T140525.out
173.105263 	0.094183		1800.000516	4289978	#fail54-20050428T143525.out
168.157895 	0.132964		1800.323591	4208776	#fail54-20050428T150525.out
172.000000 	0.210526		1800.186409	4283715	#fail54-20050428T153525.out
176.631579 	0.232687		1800.000826	4305566	#fail54-20050428T160525.out
170.052632 	0.155125		1800.000708	4297858	#fail54-20050428T163525.out
178.894737 	0.094183		1800.000100	4293443	#fail54-20050428T170525.out
174.210526 	0.166205		1800.000090	4268171	#fail54-20050428T173525.out
177.578947 	0.243767		1800.000114	4291036	#fail54-20050428T180525.out
180.210526 	0.166205		1800.000228	4300816	#fail54-20050428T183526.out
169.157895 	0.132964		1799.999841	4315120	#fail54-20050428T190526.out
173.684211 	0.216066		1799.999684	4301570	#fail54-20050428T193526.out
164.052632 	0.155125		1800.324468	4303490	#fail54-20050428T200526.out
166.789474 	0.166205		1800.191399	4313614	#fail54-20050428T203526.out
173.105263 	0.094183		1800.000243	4306500	#fail54-20050428T210526.out
173.157895 	0.238227		1800.000350	4297557	#fail54-20050428T213526.out
168.263158 	0.193906		1800.000330	4200425	#fail54-20050428T220526.out
179.736842 	0.193906		1800.000262	4325188	#fail54-20050428T223526.out
169.842105 	0.238227		1800.000444	4316548	#fail54-20050428T230526.out
172.000000 	0.210526		1800.000351	4285800	#fail54-20050428T233526.out
170.052632 	0.155125		1800.325992	4296795	#fail54-20050429T000527.out
172.105263 	0.199446		1800.082332	4337178	#fail54-20050429T003527.out
184.89474 	 0.19945	 0.19945	1799.976127	1892307	#fail54-20050429T063039.out
171.05263 	 0.15512	 0.15512	1800.000432	1457713	#fail54-20050429T063349.out
158.15789 	 0.13296	 0.13296	1800.000458	4661230	#fail54-20050429T070349.out
170.10526 	 0.09418	 0.09418	1800.000742	4665821	#fail54-20050429T073349.out
164.15789 	 0.13296	 0.13296	1799.999584	4656565	#fail54-20050429T080349.out
167.05263 	 0.04986	 0.04986	1800.000212	4661103	#fail54-20050429T083349.out
177.73684 	 0.19391	 0.19391	1800.000707	4662176	#fail54-20050429T090349.out
170.84211 	 0.13296	 0.13296	1800.000338	4660837	#fail54-20050429T093349.out
167.68421 	 0.21607	 0.21607	1800.228150	4519116	#fail54-20050429T100349.out
169.00000 	 0.10526	 0.10526	1800.298134	4531542	#fail54-20050429T103349.out
166.00000 	 0.10526	 0.10526	1800.000418	4640409	#fail54-20050429T110349.out
176.89474 	 0.09418	 0.09418	1800.000771	4668391	#fail54-20050429T113350.out
183.21053 	 0.16620	 0.16620	1800.000345	4644593	#fail54-20050429T120350.out
172.78947 	 0.16620	 0.16620	1799.999974	4672923	#fail54-20050429T123350.out
167.73684 	 0.19391	 0.19391	1800.000335	4656993	#fail54-20050429T130350.out
171.26316 	 0.19391	 0.19391	1800.000873	4675029	#fail54-20050429T133350.out
178.73684 	 0.19391	 0.19391	1800.000454	4661393	#fail54-20050429T140350.out
168.68421 	 0.21607	 0.21607	1800.000463	4660497	#fail54-20050429T143350.out
164.26316 	 0.19391	 0.19391	1800.228955	4664042	#fail54-20050429T150350.out
170.10526 	 0.09418	 0.09418	1800.268267	4657858	#fail54-20050429T153350.out
171.10526 	 0.09418	 0.09418	1800.000424	4659959	#fail54-20050429T160350.out
170.21053 	 0.16620	 0.16620	1800.000557	4663683	#fail54-20050429T163350.out
172.84211 	 0.13296	 0.13296	1800.000438	4584096	#fail54-20050429T170350.out
171.21053 	 0.16620	 0.16620	1800.000426	4665697	#fail54-20050429T173350.out
176.89474 	 0.09418	 0.09418	1800.000306	4668613	#fail54-20050429T180350.out
179.21053 	 0.16620	 0.16620	1800.000171	4668653	#fail54-20050429T183350.out
170.05263 	 0.04986	 0.04986	1800.000547	4660235	#fail54-20050429T190350.out
176.89474 	 0.09418	 0.09418	1800.000564	4666714	#fail54-20050429T193350.out
165.21053 	 0.16620	 0.16620	1800.229112	4647529	#fail54-20050429T200351.out
164.15789 	 0.13296	 0.13296	1800.283662	4653869	#fail54-20050429T203351.out
168.84211 	 0.13296	 0.13296	1800.000676	4661195	#fail54-20050429T210351.out
176.15789 	 0.13296	 0.13296	1800.000967	4666458	#fail54-20050429T213351.out
169.21053 	 0.16620	 0.16620	1800.000147	4662348	#fail54-20050429T220351.out
167.73684 	 0.19391	 0.19391	1799.999726	4662607	#fail54-20050429T223351.out
169.21053 	 0.16620	 0.16620	1800.000174	4659464	#fail54-20050429T230351.out
176.94737 	 0.15512	 0.15512	1800.000751	4662646	#fail54-20050429T233351.out
167.89474 	 0.09418	 0.09418	1800.230047	4643281	#fail54-20050430T000351.out
173.94737 	 0.04986	 0.04986	1800.182525	4627955	#fail54-20050430T003352.out
172.10526 	 0.09418	 0.09418	1800.000410	4664636	#fail54-20050430T010352.out
167.89474 	 0.09418	 0.09418	1800.000181	4647379	#fail54-20050430T013352.out
160.68421 	 0.21607	 0.21607	1800.000957	4665063	#fail54-20050430T020352.out
158.15789 	 0.13296	 0.13296	1800.000580	4666153	#fail54-20050430T023352.out
172.73684 	 0.19391	 0.19391	1800.000259	4657234	#fail54-20050430T030352.out
160.68421 	 0.21607	 0.21607	1800.001018	4599636	#fail54-20050430T033352.out
178.36842 	 0.23269	 0.23269	1800.000585	4645669	#fail54-20050430T040352.out
